tmdb_id,genre_ids,poster_path,title,overview,release_date,popularity,original_title,backdrop_path,keywords,vote_count,video,adult,vote_average,original_language,imdb_id,director,imdb_votes,certificate,num_stunts,num_fx
122081,"[18, 80]",/nDs6gn1VH5MmF7l8G8UABBBX0G1.jpg,Spring Breakers,"After four college girls rob a restaurant to fund their spring break in Florida, they get entangled with a weird dude with his own criminal agenda.",2013-01-24,3.988312,Spring Breakers,/xe8tMIS4EkRkazvludYMWZmMxfo.jpg,"female nudity,sex,florida,drug dealer,nudity,female friendship,party,art house,drug,spring break,bikini girl,young adult",1222,False,False,5.0,en,2101441.0,Harmony Korine,113597.0,18,13.0,4.0
9654,"[28, 80]",/jNRCNX1uDiUf6mteFxOBn30wL8Q.jpg,The Italian Job,"Charlie Croker pulled off the crime of a lifetime. The one thing that he didn't plan on was being double-crossed. Along with a drop-dead gorgeous safecracker, Croker and his team take off to re-steal the loot and end up in a pulse-pounding, pedal-to-the-metal chase that careens up, down, above and below the streets of Los Angeles.",2003-05-30,3.975203,The Italian Job,/sorLELXtBeXWC83ALF3Z48GDos2.jpg,"venice,california,train station,helicopter,austria,mountains,gold,subway,hacker,chase,safe,remake,caper,revenge,murder,heist,double crossed,fast cars,boat chase,los angeles,explosion,convict,father daughter relationship,car chase,tv news,hollywood sign,television repair,mini cooper",1561,False,False,6.6,en,317740.0,F. Gary Gray,296588.0,12,134.0,17.0
489,[18],/jq8LjngZ7XZEQge5JFTdOGMrHyZ.jpg,Good Will Hunting,"Will Hunting, a janitor at MIT, has a gift for mathematics but needs help from a psychologist to find direction in his life.",1997-12-05,3.96895,Good Will Hunting,/8vA6dxBzRqSajvqdmTLtoguAa3T.jpg,"sex,baseball,boston,professor,m.i.t.,harvard university,ambition,mathematics,genius,love,friends,janitor,irish,psychologist,university,courtroom,flashback,prodigy",2086,False,False,7.8,en,119217.0,Gus Van Sant,648957.0,15,2.0,4.0
8909,"[28, 53, 80]",/mUrkppyahzk6koYFekxeu0tmcPd.jpg,Wanted,"Doormat Wesley Gibson discovers that his recently murdered father – who Wesley never knew – belonged to a secret guild of assassins. After a leather-clad sexpot drafts Wesley into the society, he hones his innate killing skills and turns avenger.",2008-06-12,3.96891,Wanted,/po2CKgBGbUceQGPGeiMGqc0s1hX.jpg,"assassin,loss of father,secret society,mission of murder,revenge",2031,False,False,6.4,en,493464.0,Timur Bekmambetov,310621.0,18,83.0,68.0
41154,"[28, 35, 878]",/l9hrvXyGq19f6jPRZhSVRibTMwW.jpg,Men in Black 3,"Agents J (Will Smith) and K (Tommy Lee Jones) are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K (Josh Brolin) to save his partner, the agency, and the future of humankind.",2012-05-23,3.968771,Men in Black 3,/7u3UyejCbhM3jXcZ86xzA9JJxge.jpg,"time travel,time machine,alien,fictional government agency,seeing the future,changing history",3531,False,False,6.2,en,1409024.0,Barry Sonnenfeld,276910.0,PG,103.0,41.0
50456,"[28, 53, 12]",/2Jr4Rl4Hjiahgh09bjeH8tFhgKp.jpg,Hanna,"A 16-year-old girl raised by her father to be the perfect assassin is dispatched on a mission across Europe. Tracked by a ruthless operatives, she faces startling revelations about her existence and questions about her humanity.",2011-04-07,3.966267,Hanna,/1jcwDtYfcjR5QdbY6iUxYBpXn8I.jpg,"assassin,self sacrifice,strip club,secret agent,training,british,road trip,dead animal,teenage girl,pistol,duringcreditsstinger",1055,False,False,6.5,en,993842.0,Joe Wright,163495.0,12A,37.0,27.0
190859,"[10752, 28]",/svPHnYE7N5NAGO49dBmRhq0vDQ3.jpg,American Sniper,"U.S. Navy SEAL Chris Kyle takes his sole mission—protect his comrades—to heart and becomes one of the most lethal snipers in American history. His pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. Despite grave danger and his struggle to be a good husband and father to his family back in the States, Kyle serves four tours of duty in Iraq. However, when he finally returns home, he finds that he cannot leave the war behind.",2014-12-11,3.964504,American Sniper,/oJNu8vS6Wf10Cv2996KO65jt4C0.jpg,"sniper,biography,iraq,navy seal,u.s. soldier",3612,False,False,7.4,en,2179136.0,Clint Eastwood,350230.0,15,68.0,20.0
49049,"[28, 878]",/71fkYuMVMtdbREh9Mp3gTFmI8Bv.jpg,Dredd,"In the future, America is a dystopian wasteland. The latest scourge is Ma-Ma, a prostitute-turned-drug pusher with a dangerous new drug and aims to take over the city. The only possibility of stopping her is an elite group of urban police called Judges, who combine the duties of judge, jury and executioner to deliver a brutal brand of swift justice. But even the top-ranking Judge, Dredd, discovers that taking down Ma-Ma isn’t as easy as it seems in this explosive adaptation of the hugely popular comic series.",2012-09-07,3.96298,Dredd,/kqKcID44nGtIxhhzmziAX65abRx.jpg,"usa,corruption,crime fighter,judge,metropolis,law,post-apocalyptic,dystopia,executive case,police,futuristic,based on comic book,gore,survival,gunfight,gangster,extreme violence,psychic,violence,criminal,justice,drug lord,based on graphic novel,dystopic future,dark humor,expert marksman,rookie,dredd",1673,False,False,6.6,en,1343727.0,Pete Travis,212447.0,18,75.0,12.0
56292,"[28, 53, 12]",/s58mMsgIVOFfoXPtwPWJ3hDYpXf.jpg,Mission: Impossible - Ghost Protocol,"In the 4th installment of the Mission Impossible series, Ethan Hunt (Cruise) and his team are racing against time to track down a dangerous terrorist named Hendricks (Nyqvist), who has gained access to Russian nuclear launch codes and is planning a strike on the United States. An attempt to stop him ends in an explosion causing severe destruction to the Kremlin and the IMF to be implicated in the bombing, forcing the President to disavow them. No longer being aided by the government, Ethan and his team chase Hendricks around the globe, although they might still be too late to stop a disaster.",2011-12-07,3.955884,Mission: Impossible - Ghost Protocol,/wLRRjb0GEUCuBMx3YFksg2xyH4S.jpg,"fight,sequel,mission,explosion,broken arm,imax,nuclear threat",3426,False,False,6.7,en,1229238.0,Brad Bird,380473.0,12A,99.0,43.0
1576,"[27, 28, 878]",/fttmSgLEOdBNwQepW2lC6t0mbOm.jpg,Resident Evil,"When a virus leaks from a top-secret facility, turning all resident researchers into ravenous zombies and their lab animals into mutated hounds from hell, the government sends in an elite military task force to contain the outbreak. Alice and Rain are charged with leading the mission. But they only have three hours before the pathogen becomes airborne and infects the world.",2002-03-15,3.953311,Resident Evil,/s41Er80jGJf3tNkgYHxUCttjmwv.jpg,"undercover,mutant,dystopia,conspiracy,zombie,based on video game",1618,False,False,6.4,en,120804.0,Paul W.S. Anderson,210493.0,15,29.0,25.0
68737,"[12, 14]",/A3SBRfCSgKNcW2IkbaaOgugLwRt.jpg,Seventh Son,"John Gregory, who is a seventh son of a seventh son and also the local spook, has protected the country from witches, boggarts, ghouls and all manner of things that go bump in the night. However John is not young anymore, and has been seeking an apprentice to carry on his trade. Most have failed to survive. The last hope is a young farmer's son named Thomas Ward. Will he survive the training to become the spook that so many others couldn't?",2014-12-12,3.947667,Seventh Son,/lNnrr7OR7dkqfgIyju8nUJHcf8x.jpg,"magic,chosen one,dark fantasy,witch hunter,evil witch,based on young adult book,sword and sorcery",772,False,False,5.1,en,1121096.0,Sergei Bodrov,59407.0,12A,77.0,20.0
194,"[35, 10749]",/f0uorE7K7ggHfr8r7pUTOHWkOlE.jpg,Amélie,"At a tiny Parisian café, the adorable yet painfully shy Amélie (Audrey Tautou) accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story?",2001-04-25,3.944543,Le fabuleux destin d'Amélie Poulain,/nxhfenC1jb5EcTI5GYxqnjYZMId.jpg,"paris,love triangle,ghost train,sex-shop,shyness,montmartre,daughter,garden gnome,journey round the world,photography",2503,False,False,7.8,fr,211915.0,Jean-Pierre Jeunet,567177.0,15,8.0,15.0
50620,"[12, 14, 18, 10749]",/kJQPygYB8aNEevZZHRifyYrAdU9.jpg,The Twilight Saga: Breaking Dawn - Part 2,"After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",2012-11-13,3.943535,The Twilight Saga: Breaking Dawn - Part 2,/hK8gap1Y2zAvFHcKuqe6og15c4b.jpg,"vampire,romance,villainess,super strength,male vampire,imprinting,cross breed,bloodsucker,grudge,vampire vs vampire,chief of police,dhampir,forks washington,wolf pack,misinformation,seeing the future,vamp,fang vamp",1933,False,False,6.1,en,1673434.0,Bill Condon,193264.0,12A,68.0,32.0
331313,"[28, 35]",/ekg8qeNidEQ1ylHeahLtsTLPe2k.jpg,Keeping Up with the Joneses,An ordinary suburban couple finds it’s not easy keeping up with the Joneses – their impossibly gorgeous and ultra-sophisticated new neighbors – especially when they discover that Mr. and Mrs. “Jones” are covert operatives.,2016-10-20,3.939918,Keeping Up with the Joneses,/5TvnPSHJLhgnx1UU5rdUbUuZXjw.jpg,suburb,368,False,False,5.9,en,2387499.0,Greg Mottola,27824.0,12A,33.0,5.0
854,"[10749, 35, 80, 14]",/v8x8p441l1Bep8p82pAG6rduBoK.jpg,The Mask,"When timid bank clerk Stanley Ipkiss discovers a magical mask containing the spirit of the Norse god Loki, his entire life changes. While wearing the mask, Ipkiss becomes a supernatural playboy exuding charm and confidence which allows him to catch the eye of local nightclub singer Tina Carlyle. Unfortunately, under the mask's influence, Ipkiss also robs a bank, which angers junior crime lord Dorian Tyrell, whose goons get blamed for the heist.",1994-07-29,3.939043,The Mask,/kQlLZ8JgzVhFH6hlZovZycQSxbP.jpg,"dual identity,bank,mockery,green,balloon,jail cell,loki",1714,False,False,6.6,en,110475.0,Chuck Russell,278535.0,PG,43.0,7.0
170,"[27, 53, 878]",/xaYdxi1PBEAYvqknvAmMPK5Eff3.jpg,28 Days Later,"Twenty-eight days after a killer virus was accidentally unleashed from a British research facility, a small group of London survivors are caught in a desperate struggle to protect themselves from the infected. Carried by animals and humans, the virus turns those it infects into homicidal maniacs -- and it's absolutely impossible to contain.",2002-10-31,3.936985,28 Days Later,/yUztTrOARxj1lgcPyrSCeGWigZO.jpg,"london england,manchester city,submachine gun,gas station,survivor,daughter,zombie,virus",1384,False,False,7.0,en,289043.0,Danny Boyle,311805.0,18,21.0,9.0
168672,"[18, 80]",/mhB7C62lSMpGO2HYNaW6d7W3TVH.jpg,American Hustle,"A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild FBI agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and mafia.",2013-12-12,3.935193,American Hustle,/dpGGeiTPDzqrcbK7h8if2YHHBXN.jpg,"con artist,scam,mobster,fbi agent",2282,False,False,6.8,en,1800241.0,David O. Russell,376537.0,15,17.0,8.0
1894,"[12, 28, 878]",/2vcNFtrZXNwIcBgH5e2xXCmVR8t.jpg,Star Wars: Episode II - Attack of the Clones,"Ten years after the invasion of Naboo, the galaxy is on the brink of civil war. Under the leadership of a renegade Jedi named Count Dooku, thousands of solar systems threaten to break away from the Galactic Republic. When an assassination attempt is made on Senator Padmé Amidala, the former Queen of Naboo, twenty-year-old Jedi apprentice Anakin Skywalker is assigned to protect her. In the course of his mission, Anakin discovers his love for Padmé as well as his own darker side. Soon, Anakin, Padmé, and Obi-Wan Kenobi are drawn into the heart of the Separatist movement and the beginning of the Clone Wars.",2002-05-15,3.932176,Star Wars: Episode II - Attack of the Clones,/560F7BPaxRy8BsOfVU6cW4ivM46.jpg,"senate,investigation,army,death star,jedi,cult figure,wedding,violence,kendo,laser gun,space opera,spaceport,teenage rebellion,good becoming evil,alien race,mechanical hand,yoda",3117,False,False,6.4,en,121765.0,George Lucas,494943.0,PG,31.0,46.0
9552,"[18, 27, 53]",/eYVZP9CibJg1fyZnZahfFIYqfPr.jpg,The Exorcist,"12-year-old Regan MacNeil begins to adapt an explicit new personality as strange events befall the local area of Georgetown. Her mother becomes torn between science and superstition in a desperate bid to save her daughter, and ultimately turns to her last hope: Father Damien Karras, a troubled priest who is struggling with his own faith.",1973-12-26,3.926275,The Exorcist,/unBJ0rZsL2kzs11FliadlDyv6ji.jpg,"exorcism,holy water,religion and supernatural,vomit,christian,possession,profanity,priest,ouija board,satan,paranormal phenomena,girl,demon,strong language,disturbed child,crisis of faith,sfx",1494,False,False,7.4,en,70047.0,William Friedkin,296778.0,TV-14,3.0,2.0
8077,"[878, 28, 27]",/vz1vBw17F0x42bhziHdYRJC9uCv.jpg,Alien³,"After escaping with Newt and Hicks from the alien planet, Ripley crash lands on Fiorina 161, a prison planet and host to a correctional facility. Unfortunately, although Newt and Hicks do not survive the crash, a more unwelcome visitor does. The prison does not allow weapons of any kind, and with aid being a long time away, the prisoners must simply survive in any way they can.",1992-05-22,3.919716,Alien³,/oVV6z4Tqbklvy2uQAPAKZGokqzS.jpg,"prison,android,spacecraft,space marine,imprisonment,space colony,space travel,rottweiler,dystopia,sequel,alien,redemption,outer space,planet,shaved head,crash landing,impregnation,penal colony,furnace,suspended animation,xenomorph",1202,False,False,6.1,en,103644.0,David Fincher,219818.0,TV-14,8.0,40.0
568,[18],/6JQ9z3V9x4vlU2GSZx2yNO0PvuX.jpg,Apollo 13,"The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1971, risking the lives of astronaut Jim Lovell and his crew, with the failed journey turning into a thrilling saga of heroism. Drifting more than 200,000 miles from Earth, the astronauts work furiously with the ground crew to avert tragedy.",1995-06-30,3.919714,Apollo 13,/dx7htIWzPs50HEWP0lyvjfyfKyt.jpg,"moon,florida,nasa,spaceman,race against time,houston,based on true story,space,rescue,survival,disaster,explosion,astronaut,imax,saturn v rocket,courage,hypothermia,apollo program,cape kennedy,lunar mission,spacecraft accident",1266,False,False,7.2,en,112384.0,Ron Howard,218988.0,PG,7.0,32.0
205584,"[28, 12, 14]",/uPqAW07bGoljf3cmT5gecdOvVol.jpg,Gods of Egypt,A common thief joins a mythical god on a quest through Egypt.,2016-02-25,3.918709,Gods of Egypt,/xy74anT8ZGhUIGVoalnHrmRDHbQ.jpg,"egypt,underworld,fight,mythology,nile,war,thief,rescue,desert,gods,egyptian mythology,egyptian,myth",949,False,False,5.2,en,2404233.0,Alex Proyas,71726.0,12A,85.0,32.0
364,"[28, 80, 14, 878, 53]",/ifzddUhnsTf1h6guBUKBlDwuS1t.jpg,Batman Returns,"Having defeated the Joker, Batman now faces the Penguin - a warped and deformed individual who is intent on being accepted into Gotham society. Crooked businessman Max Schreck is coerced into helping him become Mayor of Gotham and they both attempt to expose Batman in a different light. Selina Kyle, Max's secretary, is thrown from the top of a building and is transformed into Catwoman - a mysterious figure who has the same personality disorder as Batman. Batman must attempt to clear his name, all the time deciding just what must be done with the Catwoman.",1992-06-19,3.906223,Batman Returns,/wNIE5dpkiHU2csDRptMutFjAGiV.jpg,"holiday,corruption,double life,dc comics,crime fighter,hallucination,christmas tree,gotham city,vigilante,superhero,electrocution,violence,dark hero,fictional city,leather,taser,super villain,super powers,severed hand,kicked in the face,deformed,bird cage,evil circus,christmas holiday,stun gun",1231,False,False,6.6,en,103776.0,Tim Burton,225707.0,15,70.0,69.0
2268,"[12, 14]",/mOF2xK2xDgbpOCPgXreM4vfw9dC.jpg,The Golden Compass,"After overhearing a shocking secret, precocious orphan Lyra Belacqua trades her carefree existence roaming the halls of Jordan College for an otherworldly adventure in the far North, unaware that it's part of her destiny.",2007-12-04,3.905962,The Golden Compass,/fxSQuAFg3oZIaTC75D57WAkTZ8c.jpg,"england,compass,experiment,lordship,uncle,polar bear,animal,orphan girl,based on young adult book",980,False,False,5.7,en,385752.0,Chris Weitz,154355.0,PG,88.0,49.0
166424,"[28, 12, 878]",/g23cs30dCMiG4ldaoVNP1ucjs6.jpg,Fantastic Four,"Four young outsiders teleport to a dangerous universe, which alters their physical form in shocking ways. Their lives irrevocably upended, the team must learn to harness their daunting new abilities and work together to save Earth from a former friend turned enemy.",2015-08-05,3.904762,Fantastic Four,/3Kgu3ys6W6UZWWFty7rlTWgST63.jpg,"teleportation,transformation,telekinesis,portal,marvel comic,superhero,based on comic book,superhero team,critically bashed,fantastic four,troubled production,invisible woman,box office flop",1826,False,False,4.4,en,1502712.0,Josh Trank,120732.0,12A,114.0,14.0
265208,"[53, 80, 18]",/s5qUhHvFAZZ7Q4r5Dn3GdsfaPKI.jpg,Wild Card,"When a Las Vegas bodyguard with lethal skills and a gambling problem gets in trouble with the mob, he has one last play… and it's all or nothing.",2015-01-14,3.902578,Wild Card,/3iQjHDKkZhpFUTvpZ2sarwNBZWI.jpg,"gambling,bodyguard,remake",564,False,False,5.4,en,2231253.0,Simon West,39589.0,15,39.0,7.0
1417,"[14, 18, 10752]",/t0TDsqbCTgSi0AL7k4baZrOYYhi.jpg,Pan's Labyrinth,"Living with her tyrannical stepfather in a new home with her pregnant mother, 10-year-old Ofelia feels alone until she explores a decaying labyrinth guarded by a mysterious faun who claims to know her destiny. If she wishes to return to her real father, Ofelia must complete three terrifying tasks.",2006-05-27,3.895721,El laberinto del fauno,/5zpVFIkIrtGyBjBFeMFuQ416LLc.jpg,"spain,resistance,servant,anti hero,fairy,fairy tale,franco regime,army,princess,love,woods,king,hiding,labyrinth,mythological",2244,False,False,7.5,es,457430.0,Guillermo del Toro,495145.0,15,20.0,21.0
268,"[14, 28]",/kBf3g9crrADGMc2AMAMlLBgSm2h.jpg,Batman,"The Dark Knight of Gotham City begins his war on crime with his first major enemy being the clownishly homicidal Joker, who has seized control of Gotham's underworld.",1989-06-23,3.886124,Batman,/2blmxp2pr4BhwQr74AdCfwgfMOb.jpg,"double life,dc comics,dual identity,chemical,crime fighter,fictional place,gotham city,superhero,super powers",1576,False,False,7.0,en,96895.0,Tim Burton,281392.0,TV-14,53.0,22.0
1637,"[28, 12, 80]",/bDLiyoxdK8mZHaeYVOxMZj7WGkb.jpg,Speed,"Los Angeles SWAT cop Jack Traven is up against bomb expert Howard Payne, who's after major ransom money. First it's a rigged elevator in a very tall building. Then it's a rigged bus--if it slows, it will blow, bad enough any day, but a nightmare in LA traffic. And that's still not the end.",1994-06-09,3.87282,Speed,/pGVpDc6MgLRtOYdxsA5fhj1SZki.jpg,"bomb,airport,bus,bus ride,highway,bomb planting",1399,False,False,6.8,en,111257.0,Jan de Bont,272114.0,15,58.0,31.0
17431,"[878, 18]",/2tgl9q3ZaVQUfSsbftqhRxXCElB.jpg,Moon,"With only three weeks left in his three year contract, Sam Bell is getting anxious to finally return to Earth. He is the only occupant of a Moon-based manufacturing facility along with his computer and assistant, GERTY. The long period of time alone however has resulted in him talking to himself for the most part, or to his plants. Direct communication with Earth is not possible due to a long-standing communication malfunction but he does get an occasional message from his wife Tess. When he has an accident however, he wakens to find that he is not alone. He also comes to realize that his world is not what he thought it was.",2009-06-12,3.872672,Moon,/go6jnBNw2iNJKYTazt22SvxVI09.jpg,"moon,artificial intelligence,clone,isolation,future,dystopia,space,cloning,moon base",1393,False,False,7.6,en,1182345.0,Duncan Jones,275015.0,15,3.0,3.0
83542,"[18, 878]",/8VNiyIp67ZxhpNgdrwACW0jgvP2.jpg,Cloud Atlas,"A set of six nested stories spanning time between the 19th century and a distant post-apocalyptic future. Cloud Atlas explores how the actions and consequences of individual lives impact one another throughout the past, the present and the future. Action, mystery and romance weave through the story as one soul is shaped from a killer into a hero and a single act of kindness ripples across centuries to inspire a revolution in the distant future.  Based on the award winning novel by David Mitchell. Directed by Tom Tykwer and the Wachowskis.",2012-10-26,3.871636,Cloud Atlas,/2ZA03KiD4jePTNBTJjGGFTNQPMA.jpg,"clone,future,dystopia,ensemble cast,duringcreditsstinger,century,woman director,1930s",2487,False,False,6.6,en,1371111.0,Tom Tykwer,297010.0,15,82.0,23.0
1895,"[878, 12, 28]",/tgr5Pdy7ehZYBqBkN2K7Q02xgOb.jpg,Star Wars: Episode III - Revenge of the Sith,"Years after the onset of the Clone Wars, the noble Jedi Knights lead a massive clone army into a galaxy-wide battle against the Separatists. When the sinister Sith unveil a thousand-year-old plot to rule the galaxy, the Republic crumbles and from its ashes rises the evil Galactic Empire. Jedi hero Anakin Skywalker is seduced by the dark side of the Force to become the Emperor's new apprentice – Darth Vader. The Jedi are decimated, as Obi-Wan Kenobi and Jedi Master Yoda are forced into hiding. The only hope for the galaxy are Anakin's own offspring – the twin children born in secrecy who will grow up to become heroes.",2005-05-17,3.868557,Star Wars: Episode III - Revenge of the Sith,/wUYTfFbfPiZC6Lcyt1nonr69ZmK.jpg,"showdown,death star,vision,cult figure,hatred,dream sequence,expectant mother,space opera,chancel,childbirth,galactic war",3202,False,False,7.0,en,121766.0,George Lucas,553203.0,12A,28.0,33.0
254470,"[35, 10402]",/eqMkpgTFGSDySzPs5VlvVwhhjfL.jpg,Pitch Perfect 2,"The Bellas are back, and they are better than ever. After being humiliated in front of none other than the President of the United States of America, the Bellas are taken out of the Aca-Circuit. In order to clear their name, and regain their status, the Bellas take on a seemingly impossible task: winning an international competition no American team has ever won. In order to accomplish this monumental task, they need to strengthen the bonds of friendship and sisterhood and blow away the competition with their amazing aca-magic! With all new friends and old rivals tagging along for the trip, the Bellas can hopefully accomplish their dreams.",2015-05-07,3.86593,Pitch Perfect 2,/qnzdloPp03sOhEpCyTQpjbdcGW5.jpg,"music,sequel,singer,male female relationship,audition,group of friends,duringcreditsstinger,singing competition,female musician,singing contest,woman director,acapella",1471,False,False,6.8,en,2848292.0,Elizabeth Banks,107221.0,12A,12.0,2.0
